Fiyat,Marka,Seri,Model,Yıl,Kilometre,VitesTipi,YakıtTipi,KasaTipi,MotorHacmi,MotorGücü,Çekiş
305000,Opel,Corsa,1.4 Swing,1998,300000.0,Düz,LPG & Benzin,Hatchback/5,1389.0,90.0,Önden Çekiş
310000,Opel,Vectra,2.0 GLS,1994,377000.0,Düz,LPG & Benzin,Sedan,1998.0,115.0,Önden Çekiş
535000,Opel,Corsa,1.2 Enjoy,2008,197000.0,Yarı Otomatik,Benzin,Hatchback/5,1229.0,80.0,Önden Çekiş
580000,Opel,Corsa,1.2 Twinport Essentia,2011,75000.0,Düz,Benzin,Hatchback/5,1229.0,85.0,Önden Çekiş
359900,Opel,Meriva,1.7 CDTI Enjoy,2004,274218.0,Düz,Dizel,MPV,1686.0,100.0,Önden Çekiş
1055000,Opel,Astra,1.4 T Edition Plus,2020,17850.0,Otomatik,Benzin,Sedan,1364.0,140.0,Önden Çekiş
340000,Opel,Vectra,2.0 GLS,1999,410000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş
750000,Opel,Astra,1.6 Edition Plus,2017,119000.0,Düz,Benzin,Sedan,1598.0,115.0,Önden Çekiş
550000,Opel,Corsa,1.4 Twinport Enjoy 111,2010,108000.0,Otomatik,Benzin,Hatchback/5,1364.0,100.0,Önden Çekiş
526750,Opel,Corsa,1.3 CDTI Essentia,2014,246000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
2200000,Opel,Insignia,1.6 CDTI Enjoy,2020,80000.0,Otomatik,Dizel,Hatchback/5,1598.0,136.0,Önden Çekiş
425000,Opel,Corsa,1.2 Enjoy,2003,176000.0,Yarı Otomatik,Benzin,Hatchback/5,1199.0,75.0,Önden Çekiş
275000,Opel,Vectra,2.0 GLS,1998,280000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş
710000,Opel,Corsa,1.4 Essentia,2015,74000.0,Otomatik,LPG & Benzin,Hatchback/5,1398.0,90.0,Önden Çekiş
665000,Opel,Astra,1.3 CDTI Sport,2012,195000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
619000,Opel,Astra,1.6 Classic Twinport,2006,215000.0,Düz,LPG & Benzin,Sedan,1598.0,103.0,Önden Çekiş
530000,Opel,Corsa,1.3 CDTI Essentia,2013,190500.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
525000,Opel,Astra,1.6 Classic Twinport,2008,188360.0,Düz,LPG & Benzin,Sedan,1560.0,88.0,Önden Çekiş
325000,Opel,Zafira,2.0 DTI Comfort,2001,306000.0,Düz,Dizel,MPV,1995.0,100.0,Önden Çekiş
430000,Opel,Astra,1.3 CDTI Essentia,2005,297000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
952000,Opel,Astra,1.6 CDTI Dynamic,2015,105000.0,Otomatik,Dizel,Hatchback/5,1598.0,136.0,Önden Çekiş
463000,Opel,Corsa,1.3 CDTI Enjoy,2007,297500.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
865000,Opel,Astra,1.6 CDTI Elite,2016,111000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
1295000,Opel,Insignia,1.6 CDTI Sport,2017,122000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
360000,Opel,Astra,1.6 Classic,2000,240650.0,Düz,LPG & Benzin,Sedan,1598.0,75.0,Önden Çekiş
695000,Opel,Astra,1.4 T Enjoy Plus,2011,115000.0,Düz,Benzin,Hatchback/5,1364.0,140.0,Önden Çekiş
435000,Opel,Corsa,1.3 CDTI Enjoy,2007,219000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
400000,Opel,Astra,1.4 Club,2006,172000.0,Düz,LPG & Benzin,Hatchback/5,1364.0,90.0,Önden Çekiş
390000,Opel,Corsa,1.3 CDTI Essentia,2007,270000.0,Düz,Dizel,Hatchback/3,1248.0,70.0,Önden Çekiş
355000,Opel,Corsa,1.3 CDTI Enjoy,2004,220000.0,Yarı Otomatik,Dizel,Hatchback/5,1248.0,70.0,Önden Çekiş
505000,Opel,Astra,1.3 CDTI Essentia Konfor,2011,217000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
545000,Opel,Astra,1.3 CDTI Enjoy,2009,166000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş
625000,Opel,Astra,1.3 CDTI Edition,2014,253000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
675000,Opel,Corsa,1.4 Twinport Active,2014,95000.0,Otomatik,LPG & Benzin,Hatchback/5,1364.0,100.0,Önden Çekiş
850000,Opel,Astra,1.6 CDTI Sport,2014,138224.0,Düz,Dizel,Station wagon,1598.0,136.0,Önden Çekiş
278500,Opel,Corsa,1.4 CD,1999,205888.0,Düz,LPG & Benzin,Hatchback/5,1389.0,90.0,Önden Çekiş
445000,Opel,Vectra,1.6 Comfort,2001,260000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş
610000,Opel,Corsa,1.3 CDTI Enjoy,2012,158000.0,Düz,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
705000,Opel,Astra,1.6 Edition,2015,162608.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş
615000,Opel,Insignia,2.0 CDTI Edition Elegance,2012,238000.0,Otomatik,Dizel,Sedan,1956.0,130.0,Önden Çekiş
820000,Opel,Astra,1.6 Edition Plus,2018,53600.0,Düz,Benzin,Sedan,1598.0,115.0,Önden Çekiş
230000,Opel,Astra,1.4 GL,1994,232000.0,Düz,LPG & Benzin,Sedan,1389.0,60.0,Önden Çekiş
565000,Opel,Astra,1.6 Essentia,2012,175000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş
730000,Opel,Astra,1.3 CDTI Sport,2012,102000.0,Düz,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
400000,Opel,Corsa,1.3 CDTI Essentia,2012,289000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
435000,Opel,Astra,1.6 CD,2000,143000.0,Otomatik,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş
665000,Opel,Corsa,1.3 CDTI Color Edition,2016,199000.0,Yarı Otomatik,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
325000,Opel,Vectra,2.0 CDX,2000,361000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş
393000,Opel,Meriva,1.3 CDTI Enjoy,2010,300000.0,Düz,Dizel,MPV,1248.0,75.0,Önden Çekiş
1395000,Opel,Insignia,1.6 CDTI Cosmo,2017,92900.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
906000,Opel,Astra,1.4 T Cosmo,2014,42000.0,Düz,Benzin,Sedan,1364.0,140.0,Önden Çekiş
427000,Opel,Astra,1.4 Classic,2009,245000.0,Düz,LPG & Benzin,Sedan,1560.0,88.0,Önden Çekiş
240000,Opel,Vectra,2.0 GLS,1995,242000.0,Düz,LPG & Benzin,Sedan,1998.0,115.0,Önden Çekiş
425000,Opel,Corsa,1.2 Twinport Essentia,2006,210000.0,Düz,LPG & Benzin,Hatchback/5,1229.0,80.0,Önden Çekiş
530000,Opel,Corsa,1.4 Twinport Enjoy,2012,158000.0,Otomatik,LPG & Benzin,Hatchback/5,1364.0,100.0,Önden Çekiş
430000,Opel,Corsa,1.3 CDTI Enjoy,2007,240000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
325000,Opel,Corsa,1.4 Comfort,2001,286000.0,Düz,LPG & Benzin,Hatchback/3,1389.0,90.0,Önden Çekiş
755000,Opel,Insignia,1.6 T Edition Elegance,2009,130117.0,Düz,Benzin,Sedan,1598.0,180.0,Önden Çekiş
535000,Opel,Corsa,1.2 Twinport Essentia,2014,105000.0,Düz,Benzin,Hatchback/5,1229.0,85.0,Önden Çekiş
618000,Opel,Astra,1.3 CDTI Essentia Konfor,2010,211000.0,Yarı Otomatik,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
545000,Opel,Astra,1.4 T Sport,2011,202000.0,Düz,LPG & Benzin,Hatchback/5,1364.0,140.0,Önden Çekiş
585000,Opel,Astra,1.4 Enjoy Plus,2010,115000.0,Düz,Benzin,Hatchback/5,1398.0,100.0,Önden Çekiş
420000,Opel,Corsa,1.2 Comfort,2003,365300.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,1199.0,75.0,Önden Çekiş
785000,Opel,Astra,1.6 CDTI Design,2017,91000.0,Düz,Dizel,Sedan,1598.0,110.0,Önden Çekiş
310000,Opel,Corsa,1.4 GLS,1997,308000.0,Düz,LPG & Benzin,Hatchback/5,1389.0,90.0,Önden Çekiş
960000,Opel,Astra,1.4 T Edition Plus,2020,19000.0,Otomatik,Benzin,Sedan,1364.0,140.0,Önden Çekiş
745000,Opel,Astra,1.4 T Business,2015,164000.0,Otomatik,LPG & Benzin,Sedan,1364.0,140.0,Önden Çekiş
820000,Opel,Astra,1.6 CDTI Elite,2016,150000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
885000,Opel,Astra,1.4 T Dynamic,2016,104500.0,Düz,Benzin,Hatchback/5,1399.0,150.0,Önden Çekiş
312500,Opel,Astra,1.6 Classic,2001,204000.0,Düz,LPG & Benzin,Sedan,1598.0,75.0,Önden Çekiş
784900,Opel,Astra,1.6 CDTI Elite,2016,167000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
410000,Opel,Vectra,1.6 Comfort,2004,282000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş
595500,Opel,Astra,1.4 Classic,2007,153000.0,Düz,Benzin,Sedan,1364.0,90.0,Önden Çekiş
535000,Opel,Astra,1.3 CDTI Cosmo,2010,213000.0,Yarı Otomatik,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
825000,Opel,Astra,1.6 Edition Plus,2016,37000.0,Düz,Benzin,Sedan,1598.0,115.0,Önden Çekiş
720000,Opel,Astra,1.4 T Cosmo,2011,186000.0,Otomatik,LPG & Benzin,Hatchback/5,1364.0,140.0,Önden Çekiş
495000,Opel,Corsa,1.3 CDTI Essentia,2012,194000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
665000,Opel,Astra,1.4 T Sport,2014,183000.0,Düz,Benzin,Hatchback/5,1364.0,140.0,Önden Çekiş
829000,Opel,Astra,1.6 CDTI Design,2016,102500.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
635000,Opel,Astra,1.3 CDTI ecoFLEX Sport,2012,230000.0,Düz,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
820000,Opel,Astra,1.6 Edition Plus,2016,68000.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş
770000,Opel,Astra,1.4 T Cosmo,2014,115000.0,Otomatik,LPG & Benzin,Hatchback/5,1364.0,140.0,Önden Çekiş
425000,Opel,Vectra,2.0 GT,1995,40000.0,Düz,LPG & Benzin,Sedan,1997.0,136.0,Önden Çekiş
310000,Opel,Vectra,1.6 Comfort,2001,270000.0,Düz,Benzin,Sedan,1598.0,100.0,Önden Çekiş
908000,Opel,Astra,1.6 CDTI Sport,2017,129000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
1025000,Opel,Corsa,1.2 Turbo Elegance,2022,4500.0,Otomatik,Benzin,Hatchback/5,1199.0,100.0,Önden Çekiş
500000,Opel,Astra,1.3 CDTI Enjoy,2007,254000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
810000,Opel,Astra,1.6 CDTI Elite,2016,124000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
368000,Opel,Astra,1.4 Club,2006,349000.0,Düz,Benzin,Hatchback/5,1364.0,90.0,Önden Çekiş
550000,Opel,Vectra,1.6 Comfort,2006,198786.0,Düz,Benzin,Sedan,1598.0,105.0,Önden Çekiş
347500,Opel,Astra,1.6 Comfort,2000,298000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,100.0,Önden Çekiş
500000,Opel,Corsa,1.6 GSi,2008,220000.0,Düz,Benzin,Hatchback/3,1598.0,150.0,Önden Çekiş
330000,Opel,Vectra,1.6 Elegance,2001,273000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş
455000,Opel,Corsa,1.3 CDTI Essentia,2004,215000.0,Düz,Dizel,Hatchback/5,1248.0,70.0,Önden Çekiş
560000,Opel,Astra,1.6 Enjoy,2007,219000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş
665000,Opel,Astra,1.3 CDTI Edition,2012,175000.0,Düz,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
438750,Opel,Corsa,1.3 CDTI Essentia,2013,182000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
265000,Opel,Vectra,2.0 CD,1997,440000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş
585000,Opel,Astra,1.3 CDTI Enjoy,2008,175000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
750000,Opel,Astra,1.6 CDTI Design,2016,110000.0,Düz,Dizel,Sedan,1598.0,110.0,Önden Çekiş
700000,Opel,Astra,1.3 CDTI Sport,2012,157000.0,Düz,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
450000,Opel,Vectra,1.6 Elegance,2003,275500.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş
605000,Opel,Insignia,2.0 CDTI Cosmo Active Select,2011,318000.0,Otomatik,Dizel,Sedan,1956.0,160.0,4WD (Sürekli)
985000,Opel,Astra,1.6 CDTI Sport,2016,73000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
680000,Opel,Astra,1.3 CDTI Sport,2012,220354.0,Düz,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
1175000,Opel,Astra,1.6 CDTI Dynamic,2018,62000.0,Otomatik,Dizel,Hatchback/5,1598.0,136.0,Önden Çekiş
640000,Opel,Astra,1.3 CDTI Cosmo,2012,191000.0,Düz,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
315750,Opel,Corsa,1.0 Eco Club,2003,338000.0,Düz,Benzin,Hatchback/5,973.0,58.0,Önden Çekiş
915000,Opel,Astra,1.6 CDTI Dynamic,2016,118365.0,Otomatik,Dizel,Hatchback/5,1598.0,136.0,Önden Çekiş
1300000,Opel,Insignia,1.6 CDTI Cosmo,2015,187000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
1230000,Opel,Insignia,1.6 CDTI Sport,2016,66245.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
708000,Opel,Astra,1.6 CDTI Sport,2015,207000.0,Düz,Dizel,Sedan,1598.0,136.0,Önden Çekiş
865750,Opel,Astra,1.4 T Edition Plus,2018,103000.0,Otomatik,Benzin,Sedan,1364.0,140.0,Önden Çekiş
565000,Opel,Corsa,1.2 Twinport Essentia,2014,96000.0,Düz,Benzin,Hatchback/5,1229.0,85.0,Önden Çekiş
728000,Opel,Astra,1.6 CDTI Sport,2014,105000.0,Düz,Dizel,Sedan,1598.0,110.0,Önden Çekiş
375000,Opel,Corsa,1.3 CDTI Essentia,2006,222000.0,Düz,Dizel,Hatchback/3,1248.0,75.0,Önden Çekiş
280000,Opel,Corsa,1.4 Swing,1997,197000.0,Düz,LPG & Benzin,Hatchback/5,1389.0,90.0,Önden Çekiş
658000,Opel,Corsa,1.4 Twinport Enjoy,2011,109000.0,Otomatik,LPG & Benzin,Hatchback/5,1364.0,100.0,Önden Çekiş
380000,Opel,Vectra,1.6 Elegance,2003,329000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş
420000,Opel,Vectra,1.6 Elegance,2004,310000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,100.0,Önden Çekiş
730000,Opel,Astra,1.3 CDTI Essentia Konfor,2012,150000.0,Yarı Otomatik,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
630000,Opel,Astra,1.6 Essentia Konfor,2012,113500.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş
599000,Opel,Astra,1.3 CDTI Sport,2013,160000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
554000,Opel,Astra,1.6 Essentia Konfor,2011,194000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş
385000,Opel,Corsa,1.4 Elegance,2001,206000.0,Düz,Benzin,Hatchback/5,1389.0,90.0,Önden Çekiş
720000,Opel,Astra,1.6 Edition,2013,89000.0,Otomatik,Benzin,Sedan,1598.0,115.0,Önden Çekiş
945000,Opel,Astra,1.4 T Dynamic,2016,39000.0,Otomatik,Benzin,Hatchback/5,1399.0,150.0,Önden Çekiş
440000,Opel,Corsa,1.3 CDTI Enjoy,2008,235000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
1040000,Opel,Corsa,1.2 Turbo Elegance,2023,6001.0,Otomatik,Benzin,Hatchback/5,1560.0,105.0,Önden Çekiş
360000,Opel,Corsa,1.2 Twinport Essentia,2009,124000.0,Düz,Benzin,Hatchback/5,1229.0,80.0,Önden Çekiş
789000,Opel,Astra,1.6 Edition Plus,2017,83000.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş
845000,Opel,Astra,1.6 Edition,2018,55000.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş
515000,Opel,Corsa,1.2 Twinport Essentia,2011,100000.0,Düz,Benzin,Hatchback/5,1229.0,85.0,Önden Çekiş
590000,Opel,Corsa,1.4 Twinport Active,2013,145000.0,Otomatik,LPG & Benzin,Hatchback/5,1364.0,100.0,Önden Çekiş
600000,Opel,Astra,1.3 CDTI Enjoy,2010,148600.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
750000,Opel,Insignia,1.6 CDTI Grand Sport Enjoy,2018,97000.0,Otomatik,Dizel,Hatchback/5,1598.0,136.0,Önden Çekiş
390000,Opel,Astra,1.6 GL,2000,261000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,100.0,Önden Çekiş
575000,Opel,Astra,1.4 T Sport,2011,182000.0,Düz,Benzin,Hatchback/5,1364.0,140.0,Önden Çekiş
605000,Opel,Astra,1.3 CDTI Essentia Konfor,2011,199000.0,Otomatik,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
854000,Opel,Astra,1.4 T Edition Plus,2019,116700.0,Otomatik,Benzin,Sedan,1364.0,140.0,Önden Çekiş
895950,Opel,Insignia,1.6 CDTI Design,2016,108000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
755950,Opel,Astra,1.6 Edition Plus,2016,52000.0,Düz,Benzin,Sedan,1598.0,115.0,Önden Çekiş
395000,Opel,Corsa,1.4 Comfort,2002,225000.0,Düz,LPG & Benzin,Hatchback/5,1389.0,90.0,Önden Çekiş
1075000,Opel,Insignia,1.6 CDTI Grand Sport Enjoy,2017,163000.0,Otomatik,Dizel,Hatchback/5,1598.0,136.0,Önden Çekiş
810000,Opel,Astra,1.6 CDTI Design,2017,137500.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
600000,Opel,Astra,1.6 Essentia Konfor,2012,185000.0,Düz,LPG & Benzin,Hatchback/5,1560.0,113.0,Önden Çekiş
752500,Opel,Astra,1.6 Edition,2014,92000.0,Düz,Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş
535000,Opel,Astra,1.3 CDTI Essentia Konfor,2010,193000.0,Yarı Otomatik,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
405000,Opel,Astra,1.6 Comfort,2000,387000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş
535000,Opel,Astra,1.3 CDTI Essentia Konfor,2010,230000.0,Otomatik,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
1175000,Opel,Insignia,1.6 CDTI Grand Sport Excellence,2017,67000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
755750,Opel,Astra,1.4 T Sport,2014,178000.0,Otomatik,Benzin,Hatchback/5,1364.0,140.0,Önden Çekiş
549750,Opel,Astra,1.3 CDTI ecoFLEX Sport,2012,226000.0,Düz,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
793000,Opel,Astra,1.6 CDTI Elite,2017,158000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
1029900,Opel,Astra,1.6 CDTI Dynamic,2017,37508.0,Otomatik,Dizel,Hatchback/5,1598.0,136.0,Önden Çekiş
228500,Opel,Vectra,2.0 GLS,1996,470000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş
421750,Opel,Astra,1.3 CDTI Enjoy,2006,275000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
300000,Opel,Vectra,2.0 CD,1996,303000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş
722900,Opel,Corsa,1.4 Enjoy,2016,136400.0,Otomatik,Benzin,Hatchback/5,1398.0,90.0,Önden Çekiş
1039000,Opel,Corsa,1.2 Turbo Elegance,2023,6001.0,Otomatik,Benzin,Hatchback/5,1199.0,100.0,Önden Çekiş
670000,Opel,Astra,1.3 CDTI Sport,2013,194000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
355499,Opel,Astra,1.6 Comfort,2001,295000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş
515000,Opel,Astra,1.3 CDTI Enjoy,2006,230000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
879900,Opel,Astra,1.4 T Edition Plus,2019,122286.0,Otomatik,Benzin,Sedan,1364.0,140.0,Önden Çekiş
659000,Opel,Corsa,1.2 Enjoy,2017,57077.0,Düz,Benzin,Hatchback/5,1229.0,70.0,Önden Çekiş
749900,Opel,Astra,1.4 T Edition Plus,2019,125000.0,Düz,Benzin,Sedan,1364.0,140.0,Önden Çekiş
608000,Opel,Corsa,1.3 CDTI Essentia,2013,94809.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
954900,Opel,Astra,1.4 T Edition Plus,2019,24993.0,Otomatik,Benzin,Sedan,1364.0,140.0,Önden Çekiş
745000,Opel,Insignia,1.6 T Cosmo,2010,119000.0,Düz,Benzin,Sedan,1598.0,180.0,Önden Çekiş
959000,Opel,Insignia,1.6 CDTI Design,2017,110000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
642500,Opel,Astra,1.3 CDTI Enjoy Active,2013,228000.0,Düz,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
939000,Opel,Astra,1.4 T Edition Plus,2020,99643.0,Otomatik,Benzin,Sedan,1364.0,140.0,Önden Çekiş
955000,Opel,Astra,1.4 T Edition Plus,2020,38277.0,Otomatik,Benzin,Sedan,1364.0,140.0,Önden Çekiş
457000,Opel,Astra,1.4 Club,2004,119000.0,Düz,LPG & Benzin,Hatchback/5,1388.0,90.0,Önden Çekiş
350000,Opel,Zafira,1.6 Elegance,2004,267000.0,Düz,LPG & Benzin,MPV,1598.0,100.0,Önden Çekiş
289000,Opel,Astra,1.4 GL,1998,244000.0,Düz,LPG & Benzin,Sedan,1388.0,90.0,Önden Çekiş
625000,Opel,Corsa,1.3 CDTI Enjoy,2007,187000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
815000,Opel,Astra,1.6 CDTI Design,2017,155000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
465000,Opel,Astra,1.6 Elegance,2005,190500.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,1598.0,105.0,Önden Çekiş
623000,Opel,Astra,1.6 Essentia Konfor,2013,149600.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş
395000,Opel,Corsa,1.2 Enjoy,2004,255000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,1199.0,75.0,Önden Çekiş
645000,Opel,Insignia,1.6 T Edition Elegance,2011,250000.0,Düz,Benzin,Hatchback/5,1598.0,180.0,Önden Çekiş
565000,Opel,Astra,1.6 Enjoy Plus,2009,163872.0,Düz,Benzin,Sedan,1598.0,115.0,Önden Çekiş
525000,Opel,Vectra,1.6 Comfort,2006,277000.0,Düz,LPG & Benzin,Sedan,1598.0,105.0,Önden Çekiş
385000,Opel,Vectra,2.2 DTI Elegance,2003,245000.0,Düz,Dizel,Sedan,2171.0,125.0,Önden Çekiş
360000,Opel,Corsa,1.3 CDTI Essentia,2012,165000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
430000,Opel,Astra,1.6 Comfort,2001,158000.0,Düz,Benzin,Hatchback/5,1598.0,100.0,Önden Çekiş
495000,Opel,Astra,1.6 Enjoy,2007,246000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş
668000,Opel,Astra,1.3 CDTI Essentia Konfor,2011,128327.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş
718000,Opel,Astra,1.6 CDTI Design,2016,222000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
657500,Opel,Corsa,1.4 Twinport Enjoy,2012,97000.0,Otomatik,Benzin,Hatchback/5,1364.0,100.0,Önden Çekiş
1100000,Opel,Astra,1.5 D Edition,2021,50000.0,Otomatik,Dizel,Hatchback/5,1496.0,122.0,Önden Çekiş
697000,Opel,Astra,1.3 CDTI Business,2013,115000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
640000,Opel,Insignia,1.6 T Cosmo,2010,262000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,180.0,Önden Çekiş
718000,Opel,Corsa,1.2 Innovation,2020,39000.0,Düz,Benzin,Hatchback/5,1199.0,75.0,Önden Çekiş
300000,Opel,Corsa,1.4 Swing,1998,180000.0,Otomatik,LPG & Benzin,Hatchback/5,1389.0,90.0,Önden Çekiş
350000,Opel,Corsa,1.4 GLS,1998,198000.0,Otomatik,LPG & Benzin,Hatchback/5,1389.0,90.0,Önden Çekiş
580000,Opel,Astra,1.6 Enjoy 111.Yıl,2011,188249.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş
1269000,Opel,Insignia,1.6 CDTI Grand Sport Excellence,2018,82000.0,Otomatik,Dizel,Hatchback/5,1598.0,136.0,Önden Çekiş
267000,Opel,Corsa,1.7 DTi Comfort,2003,335000.0,Düz,Dizel,Hatchback/3,1686.0,75.0,Önden Çekiş
298000,Opel,Corsa,1.4 Swing,1996,221400.0,Düz,LPG & Benzin,Hatchback/5,1389.0,60.0,Önden Çekiş
699000,Opel,Astra,1.4 T Enjoy Plus,2012,170000.0,Otomatik,LPG & Benzin,Hatchback/5,1364.0,140.0,Önden Çekiş
290000,Opel,Vectra,1.6 GLS,1996,241000.0,Düz,LPG & Benzin,Sedan,1598.0,75.0,Önden Çekiş
615000,Opel,Astra,1.6 Edition,2014,200000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş
905000,Opel,Insignia,1.6 CDTI Design,2016,177000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş
1200000,Opel,Astra,1.5 D GS Line,2020,23000.0,Otomatik,Dizel,Hatchback/5,1496.0,122.0,Önden Çekiş
410000,Opel,Corsa,1.2 Twinport Essentia,2007,223000.0,Düz,LPG & Benzin,Hatchback/5,1229.0,80.0,Önden Çekiş
