Fiyat,Marka,Seri,Model,Yıl,Kilometre,VitesTipi,YakıtTipi,KasaTipi,MotorHacmi,MotorGücü,Çekiş
546000,Fiat,Linea,1.4 Fire Pop,2014,117000.0,Düz,LPG & Benzin,Sedan,1368.0,77.0,Önden Çekiş
685000,Fiat,Egea,1.4 Fire Urban Plus,2018,144000.0,Düz,Benzin,Hatchback/5,1368.0,95.0,Önden Çekiş
635000,Fiat,Egea,1.4 Fire Urban,2016,110000.0,Düz,LPG & Benzin,Sedan,1368.0,95.0,Önden Çekiş
555000,Fiat,Egea,1.3 Multijet Easy,2017,87000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
710000,Fiat,Egea,1.4 Fire Urban Plus,2020,30800.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
350000,Fiat,Linea,1.3 Multijet Active Plus,2013,270000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
680000,Fiat,Egea,1.3 Multijet Easy,2020,113000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
660000,Fiat,Panda,1.2 Fire Cross,2020,25000.0,Düz,Benzin,Hatchback/5,1242.0,69.0,Önden Çekiş
797500,Fiat,Egea,1.4 Fire Easy Plus,2023,6500.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
497500,Fiat,Linea,1.3 Multijet Pop,2015,232000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
405000,Fiat,Linea,1.6 Multijet Dynamic,2009,320000.0,Düz,Dizel,Sedan,1598.0,105.0,Önden Çekiş
620000,Fiat,Egea,1.3 Multijet Easy,2019,98000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
535000,Fiat,Egea,1.3 Multijet Easy Plus,2016,199000.0,Düz,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
275000,Fiat,Egea,1.3 Multijet Easy,2017,150300.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
615000,Fiat,Punto,1.3 Multijet Lounge,2012,145000.0,Yarı Otomatik,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
558000,Fiat,Linea,1.3 Multijet Urban,2013,117000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
783000,Fiat,Egea,1.4 Fire Urban Plus,2022,25000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
330000,Fiat,Linea,1.3 Multijet Active Plus,2013,154000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
617000,Fiat,Egea,1.3 Multijet Easy,2016,151000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
762750,Fiat,Egea,1.4 Fire Mirror,2020,34000.0,Düz,Benzin,Hatchback/5,1368.0,95.0,Önden Çekiş
360000,Fiat,Linea,1.6 Multijet Urban,2012,159000.0,Düz,Dizel,Sedan,1598.0,105.0,Önden Çekiş
385000,Fiat,Egea,1.3 Multijet Lounge,2017,150000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
730000,Fiat,Egea,1.4 Fire Easy Plus,2022,9000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
727000,Fiat,Egea,1.4 Fire Easy Plus,2021,76000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
670000,Fiat,Egea,1.3 Multijet Urban,2017,187500.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
303000,Fiat,Palio,1.4 EL,2001,230000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş
728750,Fiat,Egea,1.6 Multijet Easy Plus,2019,97000.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş
755000,Fiat,Egea,1.6 Multijet Easy,2020,62000.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş
695000,Fiat,Egea,1.4 Fire Easy,2020,45000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
804000,Fiat,Egea,1.6 Multijet Easy,2020,42600.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş
525000,Fiat,Linea,1.3 Multijet Urban,2012,185000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
455500,Fiat,Albea,Sole 1.4 Fire Dynamic,2011,166000.0,Düz,Benzin,Sedan,1368.0,77.0,Önden Çekiş
688900,Fiat,Egea,1.3 Multijet Easy,2020,118000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
515000,Fiat,Linea,1.3 Multijet Actual Plus,2015,173000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
280000,Fiat,Palio,1.6 HL,1998,360000.0,Düz,Benzin,Hatchback/5,1581.0,100.0,Önden Çekiş
600000,Fiat,Egea,1.3 Multijet Easy,2017,161000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
620000,Fiat,Egea,1.3 Multijet Easy,2019,230000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
210000,Fiat,Uno,1.4 ie SX,1998,269000.0,Düz,LPG & Benzin,Hatchback/5,1560.0,88.0,Önden Çekiş
345000,Fiat,Palio,1.4 Fire Active,2008,245000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş
585000,Fiat,Linea,1.3 Multijet Pop,2016,148500.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
685000,Fiat,Egea,1.3 Multijet Easy Plus,2020,120000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
735000,Fiat,Egea,1.6 Multijet Easy,2020,90000.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş
268900,Fiat,Palio,1.6 HL,1999,229500.0,Düz,LPG & Benzin,Hatchback/5,1581.0,100.0,Önden Çekiş
465000,Fiat,Linea,1.3 Multijet Active Plus,2012,214000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
435000,Fiat,Linea,1.3 Multijet Pop,2013,304000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
504000,Fiat,Linea,1.3 Multijet Easy,2012,160000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
655000,Fiat,Egea,1.4 Fire Easy Plus,2020,23000.0,Düz,Benzin,Hatchback/5,1368.0,95.0,Önden Çekiş
403000,Fiat,Panda,1.2 Dynamic,2011,120750.0,Düz,LPG & Benzin,Hatchback/5,1242.0,69.0,Önden Çekiş
523000,Fiat,Punto,1.4 Pop S&S,2013,180500.0,Yarı Otomatik,Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş
498000,Fiat,Linea,1.3 Multijet Pop,2015,185000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
700000,Fiat,Egea,1.4 Fire Urban Plus,2019,95000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,95.0,Önden Çekiş
355000,Fiat,Linea,1.3 Multijet Active Plus,2010,276000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş
700000,Fiat,Egea,1.3 Multijet Urban Plus,2020,106996.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
720000,Fiat,Egea,1.3 Multijet Urban Plus,2019,164000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
709000,Fiat,Egea,1.4 Fire Urban Plus,2020,36500.0,Düz,Benzin,Hatchback/5,1368.0,95.0,Önden Çekiş
670000,Fiat,Egea,1.4 Fire Easy Plus,2019,96000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
655000,Fiat,Egea,1.4 Fire Easy,2019,47500.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
950000,Fiat,500 Ailesi,500L 1.3 Mjet Cross Plus,2020,35900.0,Yarı Otomatik,Dizel,MPV,1248.0,95.0,Önden Çekiş
525000,Fiat,Punto,Grande 1.4 Fire Active,2007,62000.0,Yarı Otomatik,Benzin,Hatchback/3,1368.0,77.0,Önden Çekiş
265000,Fiat,Albea,Sole 1.3 Multijet Dynamic,2010,227000.0,Düz,Dizel,Sedan,1248.0,70.0,Önden Çekiş
540000,Fiat,Linea,1.3 Multijet Pop,2017,162000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
365000,Fiat,Albea,1.3 Multijet Active,2004,195000.0,Düz,Dizel,Sedan,1248.0,70.0,Önden Çekiş
315000,Fiat,Palio,1.3 Multijet EL,2004,260000.0,Düz,Dizel,Hatchback/5,1248.0,70.0,Önden Çekiş
199800,Fiat,Siena,1.2 S,2001,244000.0,Düz,LPG & Benzin,Sedan,1242.0,74.0,Önden Çekiş
648500,Fiat,Egea,1.3 Multijet Easy,2020,107000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
263000,Fiat,Marea,1.6 ELX,2001,215000.0,Düz,LPG & Benzin,Sedan,1596.0,103.0,Önden Çekiş
823000,Fiat,Egea,1.4 Fire Lounge Plus,2021,21000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,95.0,Önden Çekiş
100000,Fiat,Marea,1.6 ELX,2001,258000.0,Otomatik,LPG & Benzin,Sedan,1581.0,103.0,Önden Çekiş
160000,Fiat,Tempra,1.6 SX AK,1991,226000.0,Düz,LPG & Benzin,Hatchback/5,1560.0,105.0,Önden Çekiş
490000,Fiat,Punto,Grande 1.4 Fire Active,2009,169000.0,Düz,Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş
705000,Fiat,Egea,1.4 Fire Easy,2021,30500.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
402000,Fiat,Linea,1.4 Fire Dynamic,2008,205000.0,Düz,Benzin,Sedan,1560.0,105.0,Önden Çekiş
265000,Fiat,Siena,1.6 HL,2000,243000.0,Düz,LPG & Benzin,Sedan,1580.0,101.0,Önden Çekiş
570000,Fiat,500 Ailesi,500L 1.4 PopStar,2013,285000.0,Düz,LPG & Benzin,MPV,1368.0,95.0,Önden Çekiş
775000,Fiat,Egea,1.6 Multijet Urban Plus,2018,140000.0,Otomatik,Dizel,Sedan,1560.0,113.0,Önden Çekiş
725000,Fiat,Egea,1.4 Fire Easy,2023,6700.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
315000,Fiat,Albea,1.3 Multijet Active,2007,320000.0,Düz,Dizel,Sedan,1248.0,70.0,Önden Çekiş
330000,Fiat,Marea,1.6 Exclusive,2003,258000.0,Düz,LPG & Benzin,Sedan,1596.0,103.0,Önden Çekiş
265000,Fiat,Marea,1.6 ELX,1998,266000.0,Düz,LPG & Benzin,Sedan,1581.0,103.0,Önden Çekiş
380000,Fiat,Albea,Sole 1.4 Fire Active Plus,2010,235000.0,Düz,LPG & Benzin,Sedan,1368.0,77.0,Önden Çekiş
710000,Fiat,Egea,1.4 Fire Urban Plus,2020,37750.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
519000,Fiat,Linea,1.3 Multijet Easy,2012,121782.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
220000,Fiat,Tempra,1.6 SX AK,1993,231000.0,Düz,LPG & Benzin,Sedan,1581.0,90.0,Önden Çekiş
460000,Fiat,Punto,1.2 Popstar,2014,138000.0,Düz,Benzin,Hatchback/5,1242.0,69.0,Önden Çekiş
665000,Fiat,Egea,1.4 Fire Easy,2020,59000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
775000,Fiat,Egea,1.4 Fire Urban,2021,8500.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
480000,Fiat,Linea,1.3 Multijet Pop,2012,177100.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
335000,Fiat,Marea,1.6 Liberty,2006,221000.0,Düz,LPG & Benzin,Sedan,1596.0,103.0,Önden Çekiş
297500,Fiat,Tempra,1.6 SX AK,1996,200000.0,Düz,LPG & Benzin,Sedan,1581.0,90.0,Önden Çekiş
639000,Fiat,Egea,1.4 Fire Easy,2020,39000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
235000,Fiat,Palio,1.3 Multijet Active,2007,402000.0,Düz,Dizel,Hatchback/3,1248.0,70.0,Önden Çekiş
485000,Fiat,Punto,1.3 Multijet Pop,2013,125500.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
598000,Fiat,Linea,1.3 Multijet Pop,2017,89450.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
603000,Fiat,Egea,1.4 Fire Easy,2019,124500.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
340000,Fiat,Linea,1.3 Multijet Active,2008,300500.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş
687500,Fiat,Egea,1.4 Fire Easy,2020,25000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
250000,Fiat,Tipo,1.6 SLX,1997,250000.0,Düz,LPG & Benzin,Hatchback/5,1581.0,75.0,Önden Çekiş
578000,Fiat,Linea,1.3 Multijet Pop,2014,171000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
270000,Fiat,Siena,1.4 EL,1999,268000.0,Düz,LPG & Benzin,Sedan,1372.0,71.0,Önden Çekiş
160000,Fiat,Uno,70 SX,1996,286000.0,Düz,LPG & Benzin,Hatchback/5,1372.0,71.0,Önden Çekiş
525000,Fiat,Egea,1.3 Multijet Easy,2017,220000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
300000,Fiat,Tempra,1.6 SX A,1996,87000.0,Düz,LPG & Benzin,Sedan,1581.0,90.0,Önden Çekiş
225000,Fiat,Uno,70 S,2000,219000.0,Düz,LPG & Benzin,Hatchback/5,1372.0,71.0,Önden Çekiş
200000,Fiat,Siena,1.2 S,2001,280000.0,Düz,LPG & Benzin,Sedan,1242.0,74.0,Önden Çekiş
290000,Fiat,Palio,1.4 EL,2001,254000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş
285000,Fiat,Palio,1.3 Multijet SL,2004,301000.0,Düz,Dizel,Hatchback/5,1248.0,70.0,Önden Çekiş
345000,Fiat,Linea,1.3 Multijet Active,2009,314000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş
580000,Fiat,Egea,1.3 Multijet Easy Plus,2019,245000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
375000,Fiat,Punto,Grande 1.3 Multijet Active,2008,284400.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
624900,Fiat,Egea,1.3 Multijet Easy,2018,150000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
382750,Fiat,Linea,1.3 Multijet Dynamic,2007,290000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş
725000,Fiat,Egea,1.4 Fire Urban,2021,32222.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
488000,Fiat,Punto,EVO 1.3 Multijet My Life,2012,165000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
235000,Fiat,Tempra,1.6 SX,1994,238000.0,Düz,LPG & Benzin,Sedan,1581.0,75.0,Önden Çekiş
649750,Fiat,Egea,1.3 Multijet Easy,2019,134000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
600000,Fiat,Egea,1.3 Multijet Easy Plus,2023,6100.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
192500,Fiat,Tempra,1.6 S,1994,194500.0,Düz,Benzin,Sedan,1581.0,75.0,Önden Çekiş
750900,Fiat,Egea,1.3 Multijet Easy,2021,65000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
435000,Fiat,Linea,1.3 Multijet Active Plus,2013,266000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
200000,Fiat,Uno,1.4 ie,2000,220000.0,Düz,LPG & Benzin,Hatchback/5,1372.0,71.0,Önden Çekiş
210000,Fiat,Tipo,2.0 ie,1997,250000.0,Düz,LPG & Benzin,Hatchback/5,1995.0,113.0,Önden Çekiş
340000,Fiat,Linea,1.3 Multijet Active Plus,2010,372000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş
235000,Fiat,Uno,70 S,1999,139544.0,Düz,LPG & Benzin,Hatchback/5,1372.0,71.0,Önden Çekiş
435000,Fiat,Punto,1.4 Dynamic,2006,200000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,95.0,Önden Çekiş
168000,Fiat,Uno,70 S,1995,215000.0,Düz,LPG & Benzin,Hatchback/5,1372.0,71.0,Önden Çekiş
430000,Fiat,Punto,Grande 1.3 Multijet Dynamic,2011,240000.0,Düz,Dizel,Hatchback/5,1560.0,105.0,Önden Çekiş
720000,Fiat,Egea,1.3 Multijet Easy,2019,64700.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
710000,Fiat,Egea,1.4 Fire Easy Plus,2022,20000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
295000,Fiat,Marea,1.6 Liberty,2005,196850.0,Düz,LPG & Benzin,Sedan,1596.0,103.0,Önden Çekiş
573000,Fiat,Linea,1.3 Multijet Active Plus,2013,96319.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
505000,Fiat,Punto,1.3 Multijet Easy,2014,136000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
345000,Fiat,Linea,1.6 Multijet Dynamic,2010,450000.0,Düz,Dizel,Sedan,1598.0,105.0,Önden Çekiş
325000,Fiat,Palio,1.3 Multijet Active Sole,2007,207000.0,Düz,Dizel,Hatchback/5,1248.0,70.0,Önden Çekiş
265000,Fiat,Albea,1.4 Fire Dynamic,2008,900000.0,Düz,LPG & Benzin,Sedan,1368.0,77.0,Önden Çekiş
555000,Fiat,Egea,1.3 Multijet Easy,2016,210000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
600000,Fiat,Egea,1.4 Fire Easy Plus,2017,229000.0,Düz,Benzin,Hatchback/5,1368.0,95.0,Önden Çekiş
749000,Fiat,Egea,1.4 Fire Easy,2023,6750.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
690000,Fiat,Egea,1.0 Firefly Urban,2021,19000.0,Düz,Benzin,Sedan,999.0,100.0,Önden Çekiş
355000,Fiat,Linea,1.3 Multijet Active Plus,2013,190000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
760000,Fiat,Egea,1.4 Fire Easy Plus,2022,8734.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
585000,Fiat,Egea,1.3 Multijet Easy,2015,178000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
785000,Fiat,Egea,1.4 Fire Urban,2023,8899.0,Düz,Benzin,Sedan,1560.0,88.0,Önden Çekiş
230000,Fiat,Siena,1.4 EL,2000,371000.0,Düz,LPG & Benzin,Sedan,1372.0,71.0,Önden Çekiş
335000,Fiat,Albea,1.2 EL,2004,244000.0,Düz,LPG & Benzin,Sedan,1242.0,80.0,Önden Çekiş
538000,Fiat,Punto,1.3 Multijet Easy,2012,190000.0,Yarı Otomatik,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş
278000,Fiat,Palio,1.6 HL,1999,180000.0,Düz,LPG & Benzin,Hatchback/5,1581.0,100.0,Önden Çekiş
268000,Fiat,Siena,1.4 EL,2001,249000.0,Düz,LPG & Benzin,Sedan,1372.0,71.0,Önden Çekiş
465000,Fiat,Linea,1.3 Multijet Active Plus,2013,205000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
540000,Fiat,Punto,1.2 Popstar,2014,133778.0,Düz,Benzin,Hatchback/5,1242.0,69.0,Önden Çekiş
675000,Fiat,Egea,1.6 Multijet Comfort,2017,137000.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş
710000,Fiat,Egea,1.4 Fire Easy,2020,33600.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
255000,Fiat,Palio,1.4 EL,1999,155000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş
249999,Fiat,Albea,1.6 Dynamic,2006,320000.0,Düz,LPG & Benzin,Sedan,1596.0,103.0,Önden Çekiş
622000,Fiat,Egea,1.3 Multijet Easy,2018,122000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
790000,Fiat,Egea,1.4 Fire Easy Plus,2022,8700.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
475000,Fiat,Linea,1.3 Multijet Active,2009,118800.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş
425000,Fiat,Linea,1.3 Multijet Active Plus,2011,306000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş
432500,Fiat,Linea,1.3 Multijet Easy,2013,222700.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
385000,Fiat,Linea,1.3 Multijet Easy,2012,384000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
290000,Fiat,Palio,1.4 EL,2000,184000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş
800000,Fiat,Egea,1.6 Multijet Urban Plus,2019,67500.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş
341000,Fiat,Palio,1.2 EL,2004,202000.0,Düz,Benzin,Hatchback/5,1242.0,81.0,Önden Çekiş
334000,Fiat,Albea,Sole 1.3 Multijet Active,2008,184000.0,Düz,Dizel,Sedan,1248.0,70.0,Önden Çekiş
605000,Fiat,Egea,1.3 Multijet Easy,2016,103000.0,Düz,Dizel,Sedan,1560.0,105.0,Önden Çekiş
650000,Fiat,Egea,1.4 Fire Easy,2019,50000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
99000,Fiat,126 Bis,126,1990,45950.0,Düz,Benzin,Hatchback/3,1560.0,105.0,Önden Çekiş
255000,Fiat,Siena,1.2 S,2001,217000.0,Düz,Benzin,Sedan,1242.0,74.0,Önden Çekiş
590000,Fiat,Linea,1.4 Fire Actual Plus,2013,92500.0,Düz,LPG & Benzin,Sedan,1368.0,77.0,Önden Çekiş
657000,Fiat,Egea,1.3 Multijet Urban,2017,200000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
193500,Fiat,Tempra,1.6 SX AK,1994,45000.0,Düz,LPG & Benzin,Sedan,1581.0,90.0,Önden Çekiş
235000,Fiat,Albea,Sole 1.3 Multijet Active,2007,674000.0,Düz,Dizel,Sedan,1248.0,70.0,Önden Çekiş
580000,Fiat,Linea,1.3 Multijet Easy,2015,101163.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
613500,Fiat,Egea,1.3 Multijet Easy,2016,172000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
650000,Fiat,Egea,1.3 Multijet Urban,2019,41000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
315000,Fiat,Siena,1.4 EL,2000,226000.0,Düz,LPG & Benzin,Sedan,1372.0,71.0,Önden Çekiş
455000,Fiat,Linea,1.3 Multijet Active Plus,2012,195000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
330000,Fiat,Palio,1.2 Active,2006,225000.0,Düz,LPG & Benzin,Hatchback/5,1242.0,81.0,Önden Çekiş
535000,Fiat,Linea,1.3 Multijet Active Plus,2013,106000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
707000,Fiat,Egea,1.4 Fire Urban,2021,46500.0,Düz,LPG & Benzin,Sedan,1368.0,95.0,Önden Çekiş
435000,Fiat,Punto,EVO 1.4 Dynamic,2011,217000.0,Yarı Otomatik,Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş
656000,Fiat,Egea,1.3 Multijet Easy,2017,139900.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
360000,Fiat,Albea,Sole 1.3 Multijet Active,2011,200600.0,Düz,Dizel,Sedan,1248.0,70.0,Önden Çekiş
425000,Fiat,Albea,Sole 1.4 Fire Dynamic,2010,150000.0,Düz,Benzin,Sedan,1368.0,77.0,Önden Çekiş
432500,Fiat,Linea,1.4 Fire Active Plus,2011,207500.0,Düz,LPG & Benzin,Sedan,1368.0,77.0,Önden Çekiş
424500,Fiat,Punto,EVO 1.3 Multijet Active,2011,188000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
650000,Fiat,Linea,1.3 Multijet Pop,2015,89000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
525000,Fiat,Punto,EVO 1.3 Multijet Active,2011,122000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş
480000,Fiat,Linea,1.3 Multijet Pop,2012,213000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
365000,Fiat,Marea,1.6 Liberty,2005,184000.0,Düz,LPG & Benzin,Sedan,1596.0,103.0,Önden Çekiş
280000,Fiat,Albea,1.2 EL,2004,330000.0,Düz,LPG & Benzin,Sedan,1242.0,80.0,Önden Çekiş
645000,Fiat,Egea,1.3 Multijet Urban Plus,2019,160200.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
635000,Fiat,Egea,1.3 Multijet Urban,2018,130000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
515000,Fiat,Linea,1.3 Multijet Actual,2011,99000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş
690000,Fiat,Egea,1.4 Fire Urban Plus,2020,90000.0,Düz,LPG & Benzin,Sedan,1368.0,95.0,Önden Çekiş
260000,Fiat,Palio,1.2 SL,2005,228400.0,Düz,LPG & Benzin,Hatchback/5,1242.0,74.0,Önden Çekiş
330000,Fiat,Albea,1.2 EL,2003,204000.0,Düz,LPG & Benzin,Sedan,1242.0,80.0,Önden Çekiş
370000,Fiat,Albea,Sole 1.4 Fire Dynamic,2007,135000.0,Düz,LPG & Benzin,Sedan,1368.0,77.0,Önden Çekiş
550000,Fiat,Linea,1.4 Turbo Emotion,2008,209000.0,Düz,LPG & Benzin,Sedan,1368.0,120.0,Önden Çekiş
485000,Fiat,Linea,1.3 Multijet Active Plus,2012,198550.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş
433000,Fiat,Linea,1.3 Multijet Active Plus,2012,236000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
828000,Fiat,Egea,1.4 Fire Lounge,2023,6001.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
275000,Fiat,Marea,1.6 Liberty,2006,245000.0,Düz,LPG & Benzin,Sedan,1596.0,103.0,Önden Çekiş
290000,Fiat,Albea,Sole 1.3 Multijet Active Plus,2010,561000.0,Düz,Dizel,Sedan,1248.0,70.0,Önden Çekiş
717000,Fiat,Egea,1.3 Multijet Urban,2016,127000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş
570000,Fiat,Egea,1.4 Fire Easy,2019,101000.0,Düz,LPG & Benzin,Sedan,1368.0,95.0,Önden Çekiş
195000,Fiat,Tempra,1.6 SX A,1993,150000.0,Düz,LPG & Benzin,Sedan,1560.0,105.0,Önden Çekiş
165000,Fiat,Uno,70 S,1997,220000.0,Düz,LPG & Benzin,Hatchback/5,1372.0,71.0,Önden Çekiş
250000,Fiat,Palio,1.2 S,2000,279000.0,Düz,LPG & Benzin,Hatchback/5,1242.0,74.0,Önden Çekiş
195000,Fiat,Uno,1.4 ie SX,1996,347000.0,Düz,LPG & Benzin,Hatchback/5,1372.0,71.0,Önden Çekiş
709000,Fiat,Egea,1.4 Fire Easy,2022,9100.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş
305000,Fiat,Palio,1.2 Active,2006,229000.0,Düz,LPG & Benzin,Hatchback/5,1242.0,81.0,Önden Çekiş
